id,date,label,text
1205,2005-06-01," F-6-2005-06-01 from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6024,","   Daily Trench    Area F    Trench 6   June 1, 2005   Jeanne Nijhowne         Very little work was done in F6 today. I removed surface 6028. Only a few fragments of bone were found in the matrix. (We got rained on twice today.)           ,~: F-6-2005-06-01 from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6024,"
1206,2005-06-02," D-9-2005-06-02 from Turkey/Kenan Tepe/Area D/Trench 9/Locus 39,","   Kenantepe 2005Page 1   Datum: 587.95   Trench: D.9   Date: June 2, 2005         Today work continued in the circular area L.41 and L.38. We could not find the line in W half of L.41 and the soil inside of this possible feature was not different from the L.38. It is dense, silty buff color soil as the L.38 is. If we did not completely removed L.41 today, perhaps, it would be possible to trace the circular line once more after the day off on June 4th. For that reason, L.41 has not been dropped yet.                                                                                                           ,~: D-9-2005-06-02 from Turkey/Kenan Tepe/Area D/Trench 9/Locus 39,"
1207,2005-06-02," F-9-2005-06-02 from Turkey/Kenan Tepe/Area F/Trench 9/Locus 9046,","   Daily Trench    Area F Trench 9   June 2, 2005   J. Vidar      Removed the L9049 surface. I took a HAP sample from the NW region and a float sampl out of one of the middle buckets that were removed. In total, there were 125 liters removed (in addition to the HAP sample). Under the pseudomorph impressions ended up being an actual packed mud floor. the dip in the center of the surface turned out to be due to a large earlier pit (L9055). I will begin working on this Sat.      Next to this surface (L9049) is the associated wall (L9052). The first row (closest to L9049) was a pis阵� wall. This had an outer row of mud brick seperated by a thin layer of greenish material. This second row was followed by a possible third less visible row _研 also of mud brick.      The surface L9051 also appears to be related to this context with a threshold and doorpost in the northern rounded hump of L9046. I took a HAP sample of this surface but there was not enough material for a proper sample, so I just removed the whole surface measuring .75 x .5      The L9049 surface was cut by the L9045 pit but it is important to note that the edge of L9049 along this pit has its own distinct burnt edge. It looks to me as though there was a smaller pit originally associated with L9049 that might have later been built upon to form L9045.      ,~: F-9-2005-06-02 from Turkey/Kenan Tepe/Area F/Trench 9/Locus 9046,"
1208,2005-06-02," G-7-2005-06-02 from Turkey/Kenan Tepe/Area G/Trench 7/Locus 16,","   Daily    Area G, Trench 7   June 2, 2005   Baris UZEL          Today, I didn_验t work at the side because of our idiot represenative. So, we went to Emniyet for Oturma izni!     ,~: G-7-2005-06-02 from Turkey/Kenan Tepe/Area G/Trench 7/Locus 16,"
1209,2005-06-03," F-2-2005-06-03 from Turkey/Kenan Tepe/Area F/Trench 2/Locus 2025,","   Weekly trench summary   Area F, Trench 2   Week 3, ending June 3, 2005   Melissa Eppihimer      Because I only worked one day this week, little was accomplished in the trench beyond opening it, a cleaning/clearing locus (2024), and a division into two loci. L2026 is an ashy area in the south. L2025 is a mix of poorly defined mudbricks and ash in the north. See the daily  entry for more complete notes.     ,~: F-2-2005-06-03 from Turkey/Kenan Tepe/Area F/Trench 2/Locus 2025,"
1210,2005-06-04," G-7-2005-06-04 from Turkey/Kenan Tepe/Area G/Trench 7/Locus 16,","   Daily    Area G, Trench 7   June 4, 2005   Baris UZEL          First of all, we started to dig L51 area in order to understand virgin soil at the area. We cleaned baulks and dug 10-15cm more. We got some sherds SE patr of the Locus. But other parts of the locus are free, nothing inside (virgin soil). I think, we got of the trench at the area.   Then, we dug west part of L50 surface. Because the area has little surface matterial inside. So I wanted to see under the area.   When I talked with Bradley about the trench before breakfast, we decided to go more quickly and finish the trench soon. The virgin soil area (L51) was very importand fot the decision. So I decided to do 4 steps immediately;   First remove L52 rock group, second get HAP sample from L50 surface, third remove the surface L50, forth romove the L46 wall.   After all of the steps, we should see new architectures.   We removed L 52 rock group and I got HAP sample (31 liter). But the surface matterials continue unders the surface too. It is possible that the surface had been renewed many times. And we excavated the surface. It had more than 50 buckets material, but it isn_验t stop. So I decided to stop after some level in order to see nxt context.    Then we removed L46 wall. During we were working at the L50 surface, a very strong wind and rain started. So we turned to excavation house earlier.      ,~: G-7-2005-06-04 from Turkey/Kenan Tepe/Area G/Trench 7/Locus 16,"
1211,2005-06-04," F-6-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 6,","   Daily Trench    Area F    Trench 6   June 4, 2005   Jeanne Nijhowne         Today we began by excavating 6024 and 6026. Our goal was to reach virgin soil. We wanted to know if there was any cultural material below the pebble floor in the east baulk. Virgin soil was reached relatively quickly in both loci.    I subdivided 6030 into four separate loci for the following reasons. In the north profile of 6025, we saw what looked like a pit profile. Most likely it was the filled in after the original north edge of the test trench caved in. This matrix was definitely softer than the surrounding loci. 6031 is an extension of 6026 and the east-west line dividing them, I feel is arbitrary. 6032 on the other hand was defined because it is a layer of stones with visible horizontal potsherds. Locus 6033 is the remnant. Again, the east-west division between 6033 and 6030 is somewhat arbitrary.    We swept 6032 with a stiff broom and concluded it was a good enough surface and just barely big enough to do a HAP sample. We took a 100% sample of the floor in the 50 cm by 50 cm area. The small triangular area to the east only yielded one additional shard. We did not have enough material left over to do a soil sample.    Note on stratigraphy: The very center of the trench along the north baulk is problematic. In the redesignation of loci, it got \left behind\. 6028 definitely did not extend any further west than shown on the plan. 6032 was shaped as shown on the day plan of June 4. That left an irregularly shaped area in the center that did not belong to either surface. After removing surface 6032 and 6028, we redesignated the entire strip along the north baulk, locus 6033.              ,~: F-6-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 6,"
1212,2005-06-04," D-10-2005-06-04 from Turkey/Kenan Tepe/Area D/Trench 10/Locus 1,","   Kenantepe 2005Page 1   Trench: D.10   Date: June 04-06, 2005      Since the excavations in trench D.8 produced substantial mud-brick architecture, which is much later than the Ubaid building recovered in 2002 in trench D.5, and the southernmost room (L.77?) continues into the south baulk, the new trench D.10 is opened today with hope to find the further extension of this room and the building. Thus, trench D.10 is set as 5x3.5m size and the excavations started at the end of the working hours on June 4th.      In June 5th, in the late afternoon, we continued removing the surface soil, which is locus 1.      Today, (June 06), we excavated until the depth of 587.72m. In the N half of the trench, soil color and texture began to change into harder, pinkish with crumbly texture. Because of this, work will begin with a new locus number with the goal to reach to the same Ubaid architecture level as in trench D.8.      In the S half of the trench, there are two large pits (L.4 and L.5). Pit L.4 covers the entire mid-west portion of the trench and it does not have a regular round shape for a pit. Pit L.5 is in the SW corner that occupies about 1m2 space. Both of these pits go into the W section. I will excavate both of them to clean and reach their bottom.      The eastern edge of the trench is much lower than the Ubaid architecture found in trench D.8 because of the natural slope of the mound here. This area has also has been used as the wheelbarrow path this year to remove the dirt from D.8. Thus, this lowermost area of the trench will be touched later in the coming days, but probably, there may not be any distinct cultural deposit preserved.                                                           ,~: D-10-2005-06-04 from Turkey/Kenan Tepe/Area D/Trench 10/Locus 1,"
1213,2005-06-04," G-9-2005-06-04 from Turkey/Kenan Tepe/Area G/Trench 9/Locus 16,","   Daily Trench    Area G   Trench 9   June 4, 2005      While we were gone in Diyarbakir someone got into the trench and dug around where the vessel and beads had been. I photographed the disturbance and they spoke to Arif about it.      Locus 20 has been the arbitrarily chosen northern locus for removal of cultural fill. A pit (Locus 21) became visible oriented northwest/southeast near the western baulk. We took it down approximately 10cm. With discussion with Bradley decided to take all locus 20 down including area with remains of pit since still no good loci are appearing. After taking L20 down farther it appears that there might be more pebbly surface coming up in the western middle area. Will investigate this more tomorrow.      Locus 15 is still working towards the east with the in situ pot smash along the eastern baulk. Savash is taking this area down.      In locus 16 we are removing the last vestiges of the pebble surface(s). We were not able to establish the parameters of this locus.      With locus 18 we took it down to the level of the base of locus 16. It had been very hard and compact soil with some bricky coloring and patchiness. At the level of locus 16 there was a color change to a much more yellowish tone as well as becoming significantly more loose and soft.      Crazy storm hit and work was canceled for the rest of the day.     ,~: G-9-2005-06-04 from Turkey/Kenan Tepe/Area G/Trench 9/Locus 16,"
1214,2005-06-04," D-9-2005-06-04 from Turkey/Kenan Tepe/Area D/Trench 9/Locus 39,","   Kenantepe 2005Page 1   Datum: 587.95   Trench: D.9   Date: June 4, 2005         The circular area L.41 was visible today too indicating that it still goes further down. Additionally, its line in the W was also visible too. We carefully excavated the inside of it by leaving the edge (perhaps 0.5 cm line) as much as untouched. However, our test excavations today showed that the soil is not different from the immediate outside of it, leaving us with a question mark about the nature of this feature.      At the end of today, we decided to stop the excavations in this trench because there is no architecture or any significant feature have been discovered in the trench since the beginning of this season. Thus, loci L.38, L.39 and L.41 remain open at the level of 585.87 meter.                                                                                               ,~: D-9-2005-06-04 from Turkey/Kenan Tepe/Area D/Trench 9/Locus 39,"
1215,2005-06-04," D-8-2005-06-04 from Turkey/Kenan Tepe/Area D/Trench 8/Locus 62,","   Daily trench    Area D   Trench 8   June 4, 2005   E.O.      Today we began by cleaning all the walls. It was Bradley_验s first day back on the Tepe since he want to a conference and so I wanted him to be able to see all the walls and then make a decision about what he wanted dug next. It was decided that the first order of business would be to bring down the areas that we were uncertain of. To do this I opened locus 78 which is a T shaped locus which encompasses some area against the eastern baulk and a section of the middle of the trench up to the brick feature L74. We brought this area down 5cm and though we didn_验t see any other walls we started to see several other things including a small area of rocks. I decided that the next best course of action was to bring down the area inside walls L75, 76,and 77. This inside surface abuts the southern baulk and is locus 79.    Locus 79 was brought down almost 15cm. So far we have not found a surface and very little pottery. Towards the end we found several bricks in the center of this area, up against the baulk. This may be some sort of continuation of the wall or another feature, it is not clear.      ,~: D-8-2005-06-04 from Turkey/Kenan Tepe/Area D/Trench 8/Locus 62,"
1216,2005-06-04," F-19-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 19/Locus 4,","   Daily Trench    Area F, Trench 19   June 4, 2005   M. Baldi      After a light sweeping of the trench and in the early morning light the top bricks of the collapsed wall began appearing. Our belief is that a wall collapsed south to north from the area of F 4 and we are beginning to very clearly see these bricks. Some of them are made out of a light clayish material that was collected in all probability higher up the mound, where most of the bricks found appear to be made of this material; while others are made out of a reddish loam material likely mined from an area closer to the river. There is also between some of them a light band of mortar which in some instances is quite thick. The locus number for these brick as one entity is 6, a convention likely to remain for some time as we continue to excavate. After photographing and obtaining elevations the excavation was continued and we began removing the brick. Our idea is to come down about 25 centimeters before looking at it again and then proceed to the next row of bricks. On Bradley_验s suggestion the trench was extended to meet the north baulk of F 4, which by the way is not in very good shape. The new dimensions of the trench are: 5.80 meters north to south, and 3 meters east to west.           ,~: F-19-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 19/Locus 4,"
1217,2005-06-04," G-10-2005-06-04 from Turkey/Kenan Tepe/Area G/Trench 10/Locus 12,","   Daily Trench    Area: G   Trench: 10   June 4, 2005    Diana Backus      We were unable to dig in G 10 on June 2, 2005. Hence we are following our plan from June 1, 2005. We went down 25-30 cm in three loci: L 12, L 13, L 14. Unfortunately the main picture didn_验t change much from what we hat that day. The ceramic material shows up that we still are going through EB layer. At the same time the ceramics are much less than couple of days ago, although we found almost fully saved very coarse big bowl at the very north balk of the trench. My hopes that we could reach a floor surface in L 12 were unsuccessful. Although there is visible difference in the soil texture in L 13, on one hand, and in L 14, on the other hand. Because of lack of more considerable suggestions, we decided to close all three loci. In order to reach better results we will divide the trench in two parts and will concentrate our work in its northern part.      ,~: G-10-2005-06-04 from Turkey/Kenan Tepe/Area G/Trench 10/Locus 12,"
1218,2005-06-04," F-6-2005-06-04-Weekly from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6024,","   Weekly Trench Summary   Week 3   Area F   Trench 6   June 4, 2005   J. Nijhowne      This week represents three days of work on this trench. The matrix around the previously excavated test trench was removed with pick axes to the north, east, and west of the original trench. This was done before I arrived. I began the excavation by dividing the trench into 4 arbitrary loci. The area to the east of the test trench became 6024, the old test trench 6025, the area to the west 6026, and the northern strip 6027. We removed the material eroded into the old trench 6025 with big picks and shovels. We did not save any artifacts from this locus. We took it down to virgin soil in all but the southernmost part of the trench. In the northeast corner of 6027, we found a piece of a floor 6028. It was at the same elevation as the pebble layer seen in the eastern baulk of F6. Over its western part was a layer of stones 6029. When these were removed, it was found that the floor ran underneath these stones.      ,~: F-6-2005-06-04-Weekly from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6024,"
1219,2005-06-04," F-22-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 22/Locus 2,","   Daily Trench    Area F, Trench 22   June 4, 2005   M. Baldi      After cleaning and photographing the cobble, we began removing it again. On Bradley_验s instructions the trench was expanded and its new dimensions encompass the now quite deteriorated western baulk of F 4. The trench is quite irregular in shape measuring 7 meters long on its north side, 5.90 meters on its south side, 4.70 meters on its east side, and 4.10 meters on its west side. As has been stated before, the beginning elevations exhibited a marked east slope and we are still struggling in getting the trench to a more leveled surface. It is noteworthy to mention that the 2 courses of cobblestones encountered in the last few days of excavation were not a leveled surface. This is a job to continue over the next couple of days as we take the area down to next course of cobble.            ,~: F-22-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 22/Locus 2,"
1220,2005-06-04," F-20-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 20/Locus 3,","   Daily Trench    Area F, Trench 20   June 4, 2005   M. Baldi      Part of the time this morning was taken on bottoming out the pit (which I now think was not one, but probably a dumping area from a fireplace area that is now surfacing near the middle of the trench towards the south quadrant and close to the west baulk) We will work on this new feature tomorrow. We also worked on removing the last remaining areas of the cobble surface, but this was not accomplished throughout the whole trench. Tomorrow the last areas of cobble will be removed and our work towards getting to the red brick will continue.     ,~: F-20-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 20/Locus 3,"
1221,2005-06-04," F-2-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 2/Locus 2025,","   Daily    Area F, Trench 2   June 4, 2005   Melissa Eppihimer      After sweeping the whole trench, the mudbrick scatter remained scatter and no defined walls or other features could be defined beyond the two bricks in the SW. I have set these aside and am having the workers take another pass across L.2025. The two mudbricks in SW were separated into L2027.    After cleaning, two things emerged: a patch of mudbrick in the NW corner and an ashy pit in the NE (L2028). The rest of the soil remains clumpy with ash mixed in.     ,~: F-2-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 2/Locus 2025,"
1222,2005-06-04," F-8-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 8/Locus 8027,","   Daily    Area F, Trench 8   June 4, 2005   Melissa Eppihimer      Today we started F8, last dug in 2001. It is to the S of F2 and is a 10 by 5 meter trench, thus 9 by 4 meters are being excavated. At the end of the last season, the whole trench was fill (L8026).   I have separated the trench into 2 loci. The SE corner is still close to topsoil, so it is being held as L8028. The rest of the trench is L8027. I have started the workers big-picking across L8027. At the end of the day, the clean up was not yet finished.     ,~: F-8-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 8/Locus 8027,"
1223,2005-06-04," F-9-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 9/Locus 9046,","   Daily Trench    Area F Trench 9   June 4, 2005   J. Vidar      The subsurface of the L9049 surface revealed a major pit which explained the sinking of the middle of L9049. I began the day by evening out the rest of L9046 and L9054 (the subsurface below L9051 and the threshold part of L9046).      The rest of the day was spent excavating the giant pit _研 L9055. Bradley was looking through the pottery and noticed a lot of calco sherds coming out.      ,~: F-9-2005-06-04 from Turkey/Kenan Tepe/Area F/Trench 9/Locus 9046,"
1224,2005-06-04," F-21-2005-06-04-Weekly from Turkey/Kenan Tepe/Area F/Trench 21/Locus 1,","   Weekly Trench Summary   Week 3   Area F   Trench 21   June 4, 2005   J. Nijhowne         This report represents 1 day_验s worth of work. F21 was laid out to the east of F6. We wanted to remove the matrix without excavation to within 50 cm above the pebble surface seen in the eastern baulk of F6. No levels or opening photos were taken. As the workman removed the overburden with pick axes they came across a conglomerate wall. At this point, we leveled the trench, assigned the wall locus 1 and the surrounding matrix locus 2 and began recording.      ,~: F-21-2005-06-04-Weekly from Turkey/Kenan Tepe/Area F/Trench 21/Locus 1,"
1225,2005-06-05," F-9-2005-06-05-Weekly from Turkey/Kenan Tepe/Area F/Trench 9,","   Weekly Trench Summary   Area F Trench 9   Week 3   J. Vidar      I worked on pit L9045 during the first part of this week. The important thing to note here is that I went to far on the western side of this pit. The actual bottom would have been more in line with that of L7146 in F7 _研 the other half of the pit.       The vast majority of the week however was spent working with the L9049 surface and the associated features. Primarily the L9052 wall, the threshold / door socket in the middle north section of L9046, and the Plaster surface L9051. Here is my interpretation of what was going on here:      L9049 was an organic material storage facility bordered on the western side by L9052 _研 a wall constructed of half pis阵� and half mud brick. The first row (closest L9049) was of Pis阵� construction and the white pseudomorph of L9049 can actually be seen fused to the side of this row. This was followed by a row of mud bricks which were separated by a thin (1 cm) line of green material. This second row might have been followed by a third row also of mud brick construction but it was not very clear. In the Northern part of the center of L9046 was a threshold entrance to this storage area. I believe this because the ground just to the west of the door socket was harder packed and a raised surface compared to the surrounding area and it had the organic material rising up on it. Just south of the threshold were fragments of a plaster surface which I believe was the outside surface associated with this storage room. While it is poorly preserved and sloping down at a large angle, this might be attributed to another possible pit below it. The sinking of the center of the L9049 surface turned out to be caused by just such a pit (L9055). The L9049 surface itself was actually a packed mud surface with the white pseudomorph impressed onto it. The pseudomorph was also several layers thick at some points possibly showing that this area was used for this at different times or maybe overall several harvest seasons. One last thing to note was that L9049 was cut by the L9045 pit _研 however, it appeared as though the L9049 surface had its own burned edge right at the edge of the larger, later pit. Perhaps this could mean that the pit L9045 was built on a smaller earlier pit that was associated with L9049.      I took a HAP sample of L9049 and L9051. The L9051 surface was to small for a proper sample however so I removed the whole .75 by .5 surface.     ,~: F-9-2005-06-05-Weekly from Turkey/Kenan Tepe/Area F/Trench 9,"
1226,2005-06-05," F-6-2005-06-05 from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6031,","   Daily Trench    Area F    Trench 6   June 5, 2005   Jeanne Nijhowne         This was a short excavation day as we got rained out this morning. Several of us came out to the field around 2 PM. The trench had suffered some erosion because of the rain and the flat surfaces had crusted over. I began by taking bottom levels for 6030 and top levels for 6033. We troweled off the crust to see if this still appeared to all be one locus. It did so our goal became to level it out down to 6030 and make sure we were in virgin soil. Another workman completed taking down 6031 down to that same elevation. There was a very large carbon sample against and somewhat in the north baulk of 6031. It was removed by trowel and collected in aluminum foil without touching it.    We came on virgin soil fairly quickly in 6033 and found very few artifacts although we did find our first small find, a broken spindle whorl. At the end of the day, everything was completed except the very western part of 6033. I hit rocks, lots of rocks. It was a foundation wall cut whose base was cut into virgin soil. One pot sherd stood vertically against the wall. Andy Creekmore mentioned they had found similar foundations/walls in the original test trench. The foundation became locus 6034. This foundation lies below the floor which was removed as a HAP sample.               ,~: F-6-2005-06-05 from Turkey/Kenan Tepe/Area F/Trench 6/Locus 6031,"
1227,2005-06-05," D-5-2005-06-05 from Turkey/Kenan Tepe/Area D/Trench 5/Locus 5210,","   Kenantepe 2005Page 1   Datum: 587.95   Trench: D.9   Date: June 5, 2005      There was no work at the tepe today because of the rain.                                                                                                                             ,~: D-5-2005-06-05 from Turkey/Kenan Tepe/Area D/Trench 5/Locus 5210,"
1228,2005-06-05," G-7-2005-06-05 from Turkey/Kenan Tepe/Area G/Trench 7/Locus 16,","   Daily    Area G, Trench 7   June 5, 2005   Baris UZEL          No work at rhe side today because of strong rain. We were working at the dig house.     ,~: G-7-2005-06-05 from Turkey/Kenan Tepe/Area G/Trench 7/Locus 16,"
1229,2005-06-05," G-9-2005-06-05 from Turkey/Kenan Tepe/Area G/Trench 9,","   Daily Trench    Area G   Trench 9   June 5, 2005      Today started with a lot of rain so Bradley called a work day. This was much needed and a great deal of computer and other work was completed.      ,~: G-9-2005-06-05 from Turkey/Kenan Tepe/Area G/Trench 9,"
1230,2005-06-06," F-2-2005-06-06 from Turkey/Kenan Tepe/Area F/Trench 2/Locus 2026,","   Daily Summary   Area F, Trench 2   June 6, 2005   Melissa Eppihimer      After taking a day off because of rain, I arrived at the site to observe a damp trench with walls in it! Multiple new loci were assigned to these features.   The best-defined feature is a mudbrick wall that runs approx. N-S for 2.45 m before turning W for 1.25m. The angle of this corner is few degrees less than 90. The width of this wall (L2034) is 0.25 cm. Perpendicular to this wall near the corner is another wall that juts SE for 0.75m (width 20 cm) before becoming a roughly square brick patch for another 0.75m by 0.70m. This second wall is L2033. Finally the two red mudbricks previously observed in L2027 have a larger yellow mudbrick at the N end; pairing this with the 2 in the baulk at the same spot, there may be some type of wall feature or installation with 2 brick types. This is now L2029. The rest of the trench has been divided into 3 fill areas according to the associated walls. For the large NW area, L2031. There are still ashy bricky parts here (debris). In the Ne of L2034/2033, L2030 _研 this surrounds pit L2028. To the S of walls L2034/2033, L2032.      I started removing L2027 to make sense of the bricks in L2029. The soil is very ashy. The sides of the bricks are very hard and well-defined, red in color.      L2026 was also removed, so now the trench is entirely level. Beneath L2026, no new features were found so I joined this area and the former L2027 into L2032.      After trowlling around in L2028, I have determined that it is not a pit but rather a concentration of ash. I have closed the locus and made it equal to L2030, which surrounds it.      L2029 extends into F7, where it also has burnt red bricks along the W face of a square/rectangular brick area/platform.     ,~: F-2-2005-06-06 from Turkey/Kenan Tepe/Area F/Trench 2/Locus 2026,"
1231,2005-06-06," D-8-2005-06-06 from Turkey/Kenan Tepe/Area D/Trench 8/Locus 69,","   Daily Trench    Area D   Trench 8   June 6, 2005   E.O.      Yesterday (June 5) it was too rainy and wet to come out in the morning to excavate however I was able to come out in the evening. The circumstances, a slightly wet trench along with good late afternoon light, allowed us to see several walls that we had not previously seen. Today it was time to excavate the newly discovered areas. When I came out this morning some things were still too wet to really be able to see them clearly including L83. Because of this we spend some time shuffling back and forth between the different fill loci L78 and L69. Both loci were brought down several different times that amount to about 7cm each. Coming down in L78 helped to define the rocks of L83. It is a round rock area, possibly a cooking area or fireplace though there is no ash.    After breakfast L 79 had dried out enough to allow me to be bale to start bringing it down. We began this process with trowling and almost immediately we found layers of substance. There appear to be at least three layers on top of a pebble sub floor. There is at least one ash layer, and two white organic remains layers. The surface is very broken and pitted. It is also very hard to follow and so I am only able to catch it in patches. Part of this locus is still muddy from the rain so there is a possibility that even if the surface did touch all the walls (75, 76 and 77) we will not be able to find it.         ,~: D-8-2005-06-06 from Turkey/Kenan Tepe/Area D/Trench 8/Locus 69,"
1232,2005-06-06," E-2-2005-06-06 from Turkey/Kenan Tepe/Area E/Trench 2/Locus 45,","   Daily    Area E, Trench 2   June 6th, 2005   J. Henecke      I was finally able to remove L79 and 72 today, which opens the trench up considerably. We dug about 5 cm into L79 and I noticed that the bricks were no longer clearly visible. It is possible that this locus was not a true wall but rather mudbrick debris or a very poorly preserved wall. There was also no sign of the surface I discovered while excavating L91. I excavated the soil beneath this as L95, and it was generic fill. There is a dark line running in the north wall of L79/96, and this may be related to L90 and an oven feature found last year.       I also removed L72. Part of the street level remained attached to the wall and did not extend beneath this. In the southwestern baulk, the wall is a single course, while it seems much higher _研 possibly 3 courses _研 in the southeastern baulk.      At the same time, I took a HAP sample (L97) from the floor L94 and sifted all soil. I also took a 3 L soil sample. The floor is small (18L), but it has the potential as an important Ubaid context. Beneath the eastern corner, I noticed a gray soil with grain imprints and carbon flecks, although this did not extend beneath the entire floor and I don_验t believe it is the subfloor. With Bradley_验s help, I removed L84, which was marked by a line of grain imprints, darker soil and the gray carbon flecked soil. This may be a degraded surface or the remnants of some other activity. It was partial and once removed I began a new locus (L98), which follows the same demarcations as L84.      Finally, we continued to excavate L93 and 86, in an attempt to reach the sounding level and to find the bottom of L70 stone wall.     ,~: E-2-2005-06-06 from Turkey/Kenan Tepe/Area E/Trench 2/Locus 45,"
1233,2005-06-06," D-5-2005-06-06 from Turkey/Kenan Tepe/Area D/Trench 5/Locus 5210,","   Kenantepe 2005Page 1   Datum: 587.95   Trench: D.5   Date: June 6, 2005         The artifacts found near the hearth surfaces (L.5225 and L.5227) indicate that this area had a specific function related to food production, such as food preparation and cooking. The artifacts near the hearth may have been used for grinding cereals. I have taken a soil sample with the hope that there may be some seeds fallen while food was prepared. On the other hand, the lack of observing the actual surface that these artifacts should be sitting on makes the soil sample collection a little unsafe. Since there is only this outdoor but domestic activity could have been recorded in this trench, then perhaps, it is not unreasonable to think that there is a building nearby it or buildings surrounding it. Such buildings may be located in the S or W sections of the trench within the range of 856.00-585.80 m.                                                                                                ,~: D-5-2005-06-06 from Turkey/Kenan Tepe/Area D/Trench 5/Locus 5210,"
1234,2005-06-06," F-22-2005-06-06 from Turkey/Kenan Tepe/Area F/Trench 22/Locus 3,","   Daily Trench    Area F, Trench 22   June 6, 2005   M. Baldi      Very little work was done on this trench today as the workers were employed mostly in F 19 and F 20. This much expanded trench did need a little bit of work on straightening the baulks which was done. Of course there are only 2 walls and this work did not take long. Nevertheless, a little bit of work continued on removing the fill under the cobble surface. As more cobble are noted on the East baulk, the idea is to lower the trench to what as of now, appears to be a new surface, made up of several courses of cobble. A preliminary idea proposes that the commonality between all of the lower trenches lies with the upper layers of cobble surfaces we have been removing. Having said that, it seems that this new cobble layer may constitute a new and separate surface, made up, as stated above, of several courses of stone. Our plan is to carefully remove the fill of Locus # 3 down to this new level of cobble and see, first, how it relates, if at all, to the surfaces already removed. Second, what relationships, if any, can be established between all of the trenches based on the new layer. It should be noted that the new cobble surface is composed of larger cobblestones than those encountered as part of Locus 2.   On the northeast corner of the southeast quadrant a large pit was located. It seems, at least at this early point, that it cuts through the cobble surface, but the relationship between the two is unclear at this point. The pit was given Locus # 4 and we began emptying it. As we get to the cobble surface tomorrow we will have a better idea of how to proceed.           ,~: F-22-2005-06-06 from Turkey/Kenan Tepe/Area F/Trench 22/Locus 3,"
1235,2005-06-06," G-9-2005-06-06 from Turkey/Kenan Tepe/Area G/Trench 9/Locus 22,","   Daily Trench    Area G Trench 9   Area C Trench 1   June 6, 2005      Today was frenetic. We are working on opening up C1 where I worked three years ago as well as running a sounding in G9. In G9 the sounding (L22) was placed in the southwest corner of locus 20 so the western border of the sounding was the western baulk and the southern border was the raised portion of locus 15 in the southern section of the trench. The goal was to see how deep the cultural levels extend, especially since in a similar depth Barish in G7 has hit virgin soil. We began going down in 25cm increments with new loci beginning at each interval. Locus 22, the first level, was relatively uneventful. The ground was very, very hard and compact and it took longer to accomplish than was anticipated. Some pottery was found, but not a great deal. Locus 23 was a bit more interesting. Within that locus there was thick band of burnt soil and ash. In the middle of the sounding there was found a broken vessel base filled with ash. This was recovered and will hopefully be tested for residues. The third level of the sounding (L24) contained a great deal of pebbly material, similar to L16 of the southern half of the trench. Possibly this is another pebble dump or layers of pebble surface accumulating over time. We will continue the sounding tomorrow as well. Barish will possibly be running the sounding while I continue to work on C1 cleaning.      The C1 cleaning is also going a bit slower than hoped. But the trench appears to be in relatively good condition and hopefully will be ready to start tomorrow.     ,~: G-9-2005-06-06 from Turkey/Kenan Tepe/Area G/Trench 9/Locus 22,"
1236,2005-06-06," G-10-2005-06-06 from Turkey/Kenan Tepe/Area G/Trench 10/Locus 15,","   Daily Trench    Area: G   Trench: 10   June 6, 2005       Diana Backus      Our plan to continue our work just in northern part of the trench was canceled. After the heavy rain that had fallen over the site on June 5, 2005 (which actually canceled the work of whole expedition) we were able to recognize very clearly the lines of the wall forming a square or rectangular. This is located in the central and the northern part of the trench. At the end of the working day we could see clearly the inside of the room, L 16 (SE wall with length 3.70 m). Close to its south corner we found the fireplace. The ceramic material was not much but enough to identify Chalcolithic Period. The wall (L 15) was made by the mud, sand, pebbles and some cobbles. After all, I thing that in L 12 (which was closed) we were going through the upper part of the destruction of this same wall. Outside of the wall (L 17) we again found not big amount of ceramics and, which was similar with that from inside of the room. Also we found some animal bones in the areas of both sides. In southern part of the trench appeared a line of second wall and possible corner of another room . This situation we will clarify tomorrow.      ,~: G-10-2005-06-06 from Turkey/Kenan Tepe/Area G/Trench 10/Locus 15,"
